"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
678,26,4,7693,2009,0
640,20,4,5126,2009,0
628,22,3,6379,2009,0
702,37,5,6013,2009,0
676,14,1,5073,2009,0
696,24,4,2379,2009,0
658,23,4,4068,2009,0
667,14,5,4285,2009,0
782,16,6,3371,2009,0
635,20,2,6440,2009,0
769,20,4,4467,2009,0
682,31,4,5742,2009,0
699,21,4,7068,2009,0
628,20,8,6723,2009,0
660,24,3,6156,2009,0
624,9,8,8518,2009,0
669,14,7,7907,2009,0
671,24,4,7184,2009,0
712,19,5,5436,2009,0
637,31,7,6599,2009,0
767,20,7,5347,2009,0
629,15,7,8855,2009,0
657,5,4,4725,2009,0
699,29,5,3802,2009,0
666,24,3,7391,2009,0
681,5,6,3790,2009,0
744,18,8,1633,2009,0
745,17,3,4542,2009,0
692,16,6,5165,2009,0
694,18,5,5468,2009,0
771,29,2,3577,2009,0
641,26,6,4892,2009,0
738,22,8,827,2009,0
663,33,4,1307,2009,0
687,19,4,2308,2009,0
697,32,6,6510,2009,0
727,10,7,6124,2009,0
670,3,3,8705,2009,0
736,10,5,4911,2009,0
806,22,6,6884,2009,0
714,9,7,4756,2009,0
731,13,5,1797,2009,0
697,10,5,2941,2009,0
753,20,5,4390,2009,0
715,32,3,2819,2009,0
755,17,6,4821,2009,0
719,26,6,6054,2009,0
715,19,7,5057,2009,0
718,10,5,4986,2009,0
777,31,4,4605,2009,0
639,23,9,2677,2009,0
672,18,1,4754,2009,0
677,31,6,5270,2009,0
737,15,9,3312,2009,0
741,15,4,5088,2009,0
736,24,7,3731,2009,0
638,14,10,4632,2009,0
770,16,6,3216,2009,0
736,12,5,5383,2009,0
686,14,7,8090,2009,0
598,13,7,5933,2009,0
672,15,5,5552,2009,0
765,26,6,4917,2009,0
798,23,4,5863,2009,0
688,19,6,4322,2009,0
768,18,3,7438,2009,0
638,33,4,6379,2009,0
702,10,6,7536,2009,0
665,19,5,5800,2009,0
700,39,6,3873,2009,0
736,14,9,1683,2009,0
759,18,7,3654,2009,0
749,8,5,6718,2009,0
693,4,2,5912,2009,0
707,28,5,6047,2009,0
643,29,7,4277,2009,0
661,24,5,6402,2009,0
755,33,6,6338,2009,0
682,14,3,623,2009,0
667,15,5,7900,2009,0
692,32,3,1409,2009,0
591,21,4,1227,2009,0
739,26,6,4240,2009,0
650,5,7,5840,2009,0
671,20,4,5910,2009,0
653,22,0,4289,2009,0
644,38,3,3599,2009,0
625,16,5,6960,2009,0
625,16,3,7923,2009,0
720,18,5,4166,2009,0
767,13,4,2113,2009,0
678,29,5,5537,2009,0
726,14,5,4565,2009,0
676,18,6,4142,2009,0
784,14,3,7943,2009,0
790,21,5,3481,2009,0
665,18,3,6896,2009,0
722,28,4,3721,2009,0
628,18,3,6350,2009,0
671,18,4,5039,2009,0
740,22,4,4473,2009,0
666,19,4,4570,2009,0
734,6,7,3861,2009,0
717,33,2,3488,2009,0
720,18,8,4154,2009,0
765,27,8,2558,2009,0
683,26,3,7652,2009,0
715,10,7,7372,2009,0
675,12,8,9629,2009,0
668,26,7,4930,2009,0
632,18,7,3899,2009,0
787,21,6,2750,2009,0
600,16,6,5112,2009,0
663,10,3,1939,2009,0
723,15,7,6702,2009,0
715,22,5,6026,2009,0
752,23,7,3616,2009,0
733,13,2,4517,2009,0
770,28,3,4550,2009,0
614,32,4,3735,2009,0
761,18,4,6098,2009,0
696,2,5,6186,2009,0
755,25,5,1699,2009,0
676,15,2,3646,2009,0
665,26,1,7499,2009,0
692,25,4,2182,2009,0
662,14,6,6196,2009,0
656,30,7,7557,2009,0
737,25,5,4964,2009,0
750,23,3,6861,2009,0
736,22,5,0,2009,0
705,31,2,2961,2009,0
629,18,4,6983,2009,0
748,9,6,3326,2009,0
600,26,4,5649,2009,0
784,26,6,2258,2009,0
579,12,0,1020,2009,0
716,15,4,6236,2009,0
737,30,7,9973,2009,1
724,33,5,5169,2009,0
668,29,5,7160,2009,0
677,1,7,4312,2009,0
662,23,8,5998,2009,0
736,24,1,7078,2009,0
785,40,4,6218,2009,0
630,16,6,2056,2009,0
672,31,3,7187,2009,0
715,14,3,5199,2009,0
613,13,5,4230,2009,0
685,13,6,4675,2009,0
712,16,3,4273,2009,0
699,17,4,2578,2009,0
818,20,6,7206,2009,0
698,16,7,6318,2009,0
619,27,4,3551,2009,0
761,14,2,5705,2009,0
747,28,5,3223,2009,0
697,15,5,4737,2009,0
707,23,7,6304,2009,0
643,20,8,4943,2009,0
798,23,6,5406,2009,0
636,32,6,6517,2009,0
665,19,5,5487,2009,0
778,31,4,1500,2009,0
699,28,1,5463,2009,0
679,33,6,6918,2009,0
678,34,2,5922,2009,0
690,28,8,4180,2009,0
828,28,6,5496,2009,0
662,23,3,6745,2009,0
691,19,5,7562,2009,0
761,33,5,4636,2009,0
687,11,4,5380,2009,0
716,17,8,6362,2009,0
696,29,7,4979,2009,0
592,21,7,6896,2009,1
724,16,3,9014,2009,0
663,17,7,3980,2009,0
746,24,8,4111,2009,0
678,7,3,9593,2009,1
701,25,7,7880,2009,0
711,17,4,5008,2009,0
652,15,6,5977,2009,0
689,12,2,1695,2009,0
748,2,5,5300,2009,0
710,14,1,7284,2009,0
805,25,5,4923,2009,0
750,27,3,5528,2009,0
757,17,7,5187,2009,0
773,15,6,3787,2009,0
702,13,11,6734,2009,0
620,11,3,4921,2009,0
735,17,4,7060,2009,0
608,31,2,4280,2009,0
672,19,1,3119,2009,0
679,12,5,3237,2009,0
703,13,6,2464,2009,0
690,17,4,8103,2009,0
661,32,1,6998,2009,0
716,16,8,5792,2009,0
712,20,7,8851,2009,1
760,12,8,5883,2009,0
648,24,5,6789,2009,0
801,10,9,9618,2009,1
748,27,4,5678,2009,0
857,23,2,7232,2009,0
773,12,8,6895,2009,0
691,14,3,2678,2009,0
747,11,7,1997,2009,0
718,20,4,5519,2009,0
711,19,7,4843,2009,0
767,14,8,2022,2009,0
745,29,3,4079,2009,0
738,20,5,9414,2009,1
748,18,4,2114,2009,0
678,32,4,6294,2009,0
686,31,8,6950,2009,0
623,30,8,6950,2009,0
760,14,5,6740,2009,0
707,23,7,2593,2009,0
660,17,6,5599,2009,0
724,24,8,3397,2009,0
804,22,4,1653,2009,0
681,18,6,4834,2009,0
718,15,6,5992,2009,0
718,21,7,6982,2009,0
702,16,6,8196,2009,0
739,12,1,4826,2009,0
767,22,3,6074,2009,0
635,29,6,2039,2009,0
668,2,4,5157,2009,0
708,6,0,1265,2009,0
763,29,6,6089,2009,0
669,15,6,4978,2009,0
588,29,5,2501,2009,0
669,21,6,2647,2009,0
688,14,4,9920,2009,1
693,16,7,4366,2009,0
663,32,8,5558,2009,0
697,20,7,4621,2009,0
707,36,4,2730,2009,0
688,32,4,4370,2009,0
746,10,3,1882,2009,0
759,19,3,8009,2009,1
791,12,6,2540,2009,0
694,22,5,5039,2009,0
644,22,2,7439,2009,0
652,14,6,6557,2009,0
568,26,4,3455,2009,0
673,14,3,5199,2009,0
643,33,5,6008,2009,0
695,17,6,3730,2009,0
694,21,3,5617,2009,0
664,13,3,4507,2009,0
720,19,6,4851,2009,0
660,14,2,6070,2009,0
716,19,2,3081,2009,0
774,25,8,6430,2009,0
699,3,6,5028,2009,0
722,15,6,6120,2009,0
692,10,4,8036,2009,0
697,27,7,4231,2009,0
729,25,5,4818,2009,0
669,17,6,4801,2009,0
610,18,2,4361,2009,0
631,18,10,4859,2009,0
769,7,2,1404,2009,0
748,28,3,1587,2009,0
672,15,4,8816,2009,0
777,19,8,4706,2009,0
689,18,4,5019,2009,0
789,32,5,10166,2009,0
716,25,2,4501,2009,0
721,16,7,3787,2009,0
620,15,7,4943,2009,0
706,14,4,5318,2009,0
719,18,5,2716,2009,0
741,12,4,5543,2009,0
746,22,4,1587,2009,0
745,22,3,2777,2009,0
696,13,8,4973,2009,0
749,26,3,2602,2009,0
713,20,9,2801,2009,0
811,13,7,5341,2009,0
690,13,8,2678,2009,0
782,29,6,3345,2009,0
838,8,8,2340,2009,0
673,11,2,3753,2009,0
687,20,11,5230,2009,0
654,19,5,5614,2009,0
645,28,5,7812,2009,0
752,11,3,4255,2009,0
731,23,3,4950,2009,0
682,28,5,4595,2009,0
648,14,5,2613,2009,0
668,35,5,6318,2009,0
675,29,8,3757,2009,0
756,16,3,4939,2009,0
701,25,9,3949,2009,0
649,21,4,6105,2009,0
707,9,10,1875,2009,0
642,22,4,4066,2009,0
643,27,5,5646,2009,0
650,6,4,5187,2009,0
690,13,4,6273,2009,0
771,3,7,4667,2009,0
738,15,7,4999,2009,0
733,13,7,8316,2009,0
731,24,3,1264,2009,0
701,18,4,9571,2009,1
740,25,7,3840,2009,0
660,17,6,4643,2009,0
668,28,5,8591,2009,0
658,22,5,1457,2009,0
777,35,5,4646,2009,0
730,24,4,3050,2009,0
718,17,4,5641,2009,0
710,17,6,4706,2009,0
758,20,8,5760,2009,0
762,26,4,6631,2009,0
774,20,6,6030,2009,0
661,20,6,7781,2009,0
647,5,2,4634,2009,0
644,15,3,0,2009,0
631,16,5,7087,2009,0
754,19,7,6022,2009,0
758,38,5,7847,2009,0
681,28,6,4979,2009,0
644,29,4,2985,2009,0
693,25,5,3201,2009,0
672,10,7,7179,2009,0
693,19,5,5209,2009,0
801,8,4,6834,2009,0
766,35,2,1102,2009,0
752,16,3,2924,2009,0
667,18,4,5706,2009,0
796,25,3,4895,2009,0
606,30,6,5599,2009,0
694,27,2,7232,2009,0
693,16,6,2108,2009,0
725,16,6,6242,2009,0
711,34,4,4209,2009,0
741,16,3,5907,2009,0
711,24,6,2414,2009,0
706,31,5,6748,2009,0
708,11,7,8460,2009,0
753,10,9,6390,2009,0
697,34,6,3904,2009,0
720,19,8,2200,2009,0
677,8,3,5380,2009,0
792,18,8,2881,2009,0
746,15,9,6852,2009,0
664,20,4,5011,2009,0
725,24,7,5396,2009,0
685,23,6,4819,2009,0
760,23,7,522,2009,0
730,20,2,3715,2009,0
692,7,3,1944,2009,0
759,28,5,3865,2009,0
691,15,3,2950,2009,0
844,28,4,5912,2009,0
662,18,1,10979,2009,1
740,33,8,3208,2009,0
691,7,6,7997,2009,0
738,10,6,6450,2009,0
781,21,3,4535,2009,0
729,25,6,5269,2009,0
693,23,4,6052,2009,0
663,24,5,4182,2009,0
666,29,4,0,2009,0
627,6,8,6604,2009,0
677,28,6,5758,2009,0
746,28,6,4407,2009,0
707,25,4,4853,2009,0
593,22,7,6438,2009,0
679,13,6,5595,2009,0
640,19,8,4691,2009,0
743,26,6,1867,2009,0
735,18,6,4360,2009,0
695,20,5,6556,2009,0
683,23,3,4797,2009,0
700,19,7,2920,2009,0
743,19,6,4977,2009,0
749,21,8,5989,2009,0
747,15,0,3076,2009,0
693,13,1,5574,2009,0
725,13,6,6251,2009,0
709,18,4,4011,2009,0
724,21,5,6732,2009,0
708,25,7,6419,2009,0
688,9,8,9375,2009,0
742,19,4,3357,2009,0
760,16,2,5613,2009,0
712,28,5,3528,2009,0
681,17,9,4751,2009,0
729,25,6,4387,2009,0
690,27,7,6050,2009,0
776,34,5,2374,2009,0
693,12,8,8122,2009,0
642,27,7,3144,2009,0
654,18,4,2727,2009,0
711,6,2,3610,2009,0
710,15,7,430,2009,0
772,19,0,1711,2009,0
799,32,6,3142,2009,0
788,23,5,5067,2009,0
635,21,7,3415,2009,0
616,17,6,5111,2009,0
718,13,6,3446,2009,0
678,13,7,4449,2009,0
683,21,4,3287,2009,0
739,36,8,7332,2009,0
597,11,3,6525,2009,0
641,15,1,7288,2009,0
725,17,3,5152,2009,0
731,18,3,3583,2009,0
683,25,5,5360,2009,0
640,24,8,7696,2009,0
677,30,4,4033,2009,0
675,7,6,4130,2009,0
672,14,5,1731,2009,0
629,10,6,7802,2009,0
659,16,11,1226,2009,0
670,28,5,6476,2009,0
724,20,6,4421,2009,0
668,14,4,3475,2009,0
616,21,5,2619,2009,0
762,40,3,4361,2009,0
675,31,10,5835,2009,0
653,31,4,6722,2009,0
712,9,3,3866,2009,0
694,12,10,3040,2009,0
763,20,5,7684,2009,0
720,13,6,2156,2009,0
736,24,7,2960,2009,0
693,22,6,7143,2009,0
665,16,4,5136,2009,0
690,27,6,2994,2009,0
789,18,4,1939,2009,0
720,13,2,2950,2009,0
752,33,6,7036,2009,0
688,19,6,6293,2009,0
607,12,0,3587,2009,0
720,12,7,5334,2009,0
636,5,5,3749,2009,0
714,20,5,7240,2009,0
623,20,9,7978,2009,0
735,30,2,7653,2009,0
710,18,4,3235,2009,0
791,0,1,6778,2009,0
788,3,4,5781,2009,0
716,11,8,3306,2009,0
801,15,1,7327,2009,0
651,18,2,8265,2009,1
732,21,2,6965,2009,0
718,18,5,3043,2009,0
765,13,4,4721,2009,0
710,16,3,4664,2009,0
669,14,4,0,2009,0
763,26,6,6280,2009,0
672,26,3,9119,2009,0
723,20,5,5809,2009,0
766,24,5,6969,2009,0
683,12,5,288,2009,0
680,16,6,3694,2009,0
704,20,4,5065,2009,0
634,8,3,5957,2009,0
648,38,5,1274,2009,0
690,10,9,6359,2009,0
707,16,8,5266,2009,0
666,8,3,2998,2009,0
613,25,10,3848,2009,0
709,24,4,6908,2009,0
647,22,6,6393,2009,0
625,11,8,4611,2009,0
760,21,4,3257,2009,0
667,19,2,5673,2009,0
656,14,7,3188,2009,0
646,29,6,8961,2009,0
705,18,3,9401,2009,1
768,23,7,6930,2009,0
667,32,3,6112,2009,0
784,21,3,6369,2009,0
651,20,8,2522,2009,0
663,21,4,1932,2009,0
785,24,4,5534,2009,0
730,11,6,5570,2009,0
667,25,8,2068,2009,0
629,14,6,5585,2009,0
683,9,5,5863,2009,0
637,38,7,6256,2009,0
693,20,5,8026,2009,0
785,13,4,2763,2009,0
766,21,6,3632,2009,0
706,40,1,584,2009,0
581,15,5,5731,2009,0
691,34,5,4365,2009,0
790,19,5,5470,2009,0
740,26,6,8706,2009,0
677,9,1,802,2009,0
767,3,8,7991,2009,0
622,12,6,5275,2009,0
756,20,8,4868,2009,0
777,15,3,7856,2009,0
741,11,5,4179,2009,0
726,16,4,4062,2009,0
553,22,7,6565,2009,0
617,23,6,6179,2009,0
691,25,4,4716,2009,0
632,28,3,5745,2009,0
654,19,4,5196,2009,0
694,27,3,7656,2009,0
716,19,6,890,2009,0
718,6,6,2175,2009,0
778,15,6,2696,2009,0
626,16,3,7976,2009,1
683,23,6,5243,2009,0
667,9,4,5108,2009,0
741,16,2,5251,2009,0
743,35,9,6385,2009,0
801,25,5,8098,2009,0
702,19,6,4290,2009,0
731,16,2,3768,2009,0
644,11,3,8190,2009,1
656,5,7,2573,2009,0
633,17,5,4752,2009,0
629,17,6,7390,2009,0
640,19,10,5995,2009,0
656,14,7,6076,2009,0
682,27,6,5595,2009,0
732,15,7,8615,2009,0
760,20,7,4752,2009,0
712,19,3,6663,2009,0
727,20,4,852,2009,0
675,26,7,4067,2009,0
686,24,5,7241,2009,0
654,20,5,2985,2009,0
742,27,6,7181,2009,0
691,23,4,3923,2009,0
670,30,4,8515,2009,0
600,13,4,2493,2009,0
666,20,7,6322,2009,0
691,28,6,7395,2009,0
661,14,3,4543,2009,0
617,20,7,3367,2009,0
698,18,3,4581,2009,0
640,20,3,4408,2009,0
660,22,5,3860,2009,0
743,19,6,4877,2009,0
658,7,7,5062,2009,0
651,24,3,7411,2009,1
600,20,4,2605,2009,0
751,19,5,6793,2009,0
681,10,5,4126,2009,0
725,28,4,2878,2009,0
660,18,6,4994,2009,0
679,28,4,2781,2009,0
655,20,8,5413,2009,0
667,17,4,10733,2009,1
677,14,3,4426,2009,0
602,21,1,3036,2009,0
673,20,4,10215,2009,1
766,19,4,2886,2009,0
707,15,7,4694,2009,0
725,20,4,7611,2009,0
750,27,5,5429,2009,0
669,23,4,3456,2009,0
801,29,8,4668,2009,0
755,14,8,5716,2009,0
673,23,5,7124,2009,0
706,24,3,6144,2009,0
617,22,4,1379,2009,0
694,10,7,5046,2009,0
738,23,5,5201,2009,0
731,27,9,5020,2009,0
763,27,8,4149,2009,0
718,21,5,2262,2009,0
754,11,6,4820,2009,0
667,19,6,5536,2009,0
665,29,5,8489,2009,0
754,15,5,3406,2009,0
670,20,5,5116,2009,0
709,29,5,4527,2009,0
688,32,7,5258,2009,0
635,23,6,3701,2009,0
684,20,8,8403,2009,1
680,31,8,7494,2009,0
586,32,6,6522,2009,0
718,18,2,2273,2009,0
678,21,4,6472,2009,0
740,19,1,10467,2009,1
719,22,3,5627,2009,0
750,17,7,4572,2009,0
648,15,3,4923,2009,0
653,25,6,6684,2009,0
699,19,4,6041,2009,0
698,22,4,9545,2009,0
684,20,6,6547,2009,0
715,31,3,5940,2009,0
672,10,3,7347,2009,0
591,20,4,4162,2009,0
752,11,6,3333,2009,0
669,20,9,3657,2009,0
700,5,7,1584,2009,0
727,28,6,1946,2009,0
725,20,7,3137,2009,0
649,30,7,3940,2009,0
695,34,6,2458,2009,0
644,18,5,7542,2009,0
644,17,7,0,2009,0
734,16,9,3809,2009,0
701,18,2,6140,2009,0
702,19,6,8106,2009,0
747,20,5,4543,2009,0
731,36,3,7335,2009,0
768,20,8,7146,2009,0
744,31,5,2403,2009,0
673,18,3,4703,2009,0
722,20,5,4861,2009,0
760,27,6,3141,2009,0
780,24,7,4922,2009,0
750,16,5,3313,2009,0
637,27,6,4763,2009,0
626,35,7,5694,2009,0
697,17,10,6650,2009,0
691,17,3,2014,2009,0
736,18,2,7501,2009,0
702,30,7,5815,2009,0
734,25,4,4022,2009,0
723,29,10,8274,2009,0
687,16,5,5832,2009,0
656,16,5,7946,2009,0
617,27,5,6977,2009,0
699,20,8,5456,2009,0
626,18,6,4678,2009,0
694,19,5,3180,2009,0
632,23,6,3037,2009,0
690,11,5,5127,2009,0
675,10,4,3251,2009,0
690,24,14,5820,2009,0
715,25,3,4249,2009,0
598,24,6,6838,2009,0
712,19,4,4090,2009,0
622,39,5,2816,2009,0
706,14,7,918,2009,0
743,32,4,5368,2009,0
711,34,5,4829,2009,0
641,28,2,7075,2009,0
708,22,2,4417,2009,0
708,8,4,3699,2009,0
704,27,6,8097,2009,1
723,18,6,4406,2009,0
684,14,4,4931,2009,0
712,18,8,4884,2009,0
739,21,6,7197,2009,0
679,28,5,3651,2009,0
683,7,6,3894,2009,0
631,4,6,3631,2009,0
716,18,10,9273,2009,0
737,15,4,5653,2009,0
617,9,4,7331,2009,0
744,10,11,7177,2009,0
633,14,2,4835,2009,0
631,16,6,2877,2009,0
694,11,6,4284,2009,0
664,18,4,5606,2009,0
698,6,6,3218,2009,0
728,21,7,3010,2009,0
739,22,4,5991,2009,0
635,23,7,6888,2009,0
721,21,6,5532,2009,0
758,20,8,6040,2009,0
702,9,7,5848,2009,0
653,21,4,4204,2009,0
642,26,8,8371,2009,0
591,21,6,3487,2009,0
624,9,9,4094,2009,0
693,12,7,3188,2009,0
750,34,7,6538,2009,0
712,7,9,3766,2009,0
721,32,2,5710,2009,0
680,31,5,7806,2009,0
667,18,3,6131,2009,0
721,35,9,5357,2009,0
672,30,6,4569,2009,0
691,14,3,6912,2009,0
819,23,8,4048,2009,0
673,11,4,6092,2009,0
735,5,8,6236,2009,0
749,22,5,7225,2009,0
646,29,5,3764,2009,0
802,14,7,4193,2009,0
710,23,4,5263,2009,0
591,15,4,4067,2009,0
646,29,5,7231,2009,0
688,20,5,3544,2009,0
721,12,7,8027,2009,0
735,20,7,4918,2009,0
674,21,9,3821,2009,0
710,23,8,4870,2009,0
679,9,4,2800,2009,0
789,2,5,6729,2009,0
757,18,3,2475,2009,0
746,10,3,3926,2009,0
676,15,5,4203,2009,0
587,18,3,6597,2009,0
734,19,4,5801,2009,0
636,26,8,6191,2009,0
616,12,5,5576,2009,0
720,17,5,4340,2009,0
656,8,1,4776,2009,0
624,25,5,520,2009,0
663,18,4,6727,2009,0
814,28,6,345,2009,0
713,20,5,5659,2009,0
776,25,5,7511,2009,0
775,30,6,6941,2009,0
651,21,5,6668,2009,0
726,20,7,5014,2009,0
780,23,1,1398,2009,0
746,8,7,8841,2009,0
698,16,6,6111,2009,0
768,10,9,3764,2009,0
707,21,5,3319,2009,0
717,17,4,5329,2009,0
647,10,5,6375,2009,0
659,26,6,5530,2009,0
686,25,8,6164,2009,0
660,15,7,4428,2009,0
687,12,5,5042,2009,0
779,19,6,5919,2009,0
760,21,5,4660,2009,0
748,12,5,2840,2009,0
666,15,4,1287,2009,0
705,10,8,6938,2009,0
686,32,9,2864,2009,0
768,30,3,4705,2009,0
645,38,3,4167,2009,0
630,25,2,4577,2009,0
698,24,5,5003,2009,0
766,16,7,0,2009,0
732,19,7,5178,2009,0
648,14,4,5529,2009,0
673,14,6,3424,2009,0
744,31,4,6355,2009,0
682,30,4,0,2009,0
685,4,3,5457,2009,0
712,9,9,6466,2009,0
711,22,5,3961,2009,0
699,20,2,5855,2009,0
708,33,2,5020,2009,0
709,17,8,3132,2009,0
715,8,8,7064,2009,0
746,21,2,3650,2009,0
721,26,6,5468,2009,0
821,5,3,5240,2009,0
708,16,6,4980,2009,0
705,11,4,4005,2009,0
685,11,6,6239,2009,0
632,26,6,2873,2009,0
727,28,2,4186,2009,0
745,27,5,2184,2009,0
697,15,4,5459,2009,0
662,18,6,1977,2009,0
723,23,4,4412,2009,0
752,19,6,7452,2009,0
671,22,8,4489,2009,0
642,20,10,5841,2009,0
690,10,6,6074,2009,0
674,6,8,4397,2009,0
713,8,7,6138,2009,0
705,13,9,5944,2009,0
748,29,2,5307,2009,0
696,16,10,4098,2009,0
587,17,2,6209,2009,0
667,25,5,1236,2009,0
640,26,5,5261,2009,0
675,31,3,8793,2009,0
636,27,4,6991,2009,0
753,12,0,3987,2009,0
613,29,5,5992,2009,0
678,25,4,3199,2009,0
713,11,2,5717,2009,0
621,17,6,2115,2009,0
676,28,7,5918,2009,0
683,29,3,6556,2009,0
675,11,6,2883,2009,0
706,22,4,1528,2009,0
672,28,5,7472,2009,1
653,16,3,4380,2009,0
687,26,5,1051,2009,0
693,17,5,4361,2009,0
632,15,4,6006,2009,0
708,25,7,7832,2009,0
693,27,1,1876,2009,0
737,12,3,1048,2009,0
715,12,9,4547,2009,0
677,17,9,5339,2009,0
704,15,7,2407,2009,0
700,12,7,3047,2009,0
727,9,8,6340,2009,0
571,15,5,5989,2009,0
718,23,7,4516,2009,0
752,19,6,4761,2009,0
593,34,7,4176,2009,0
721,16,3,5697,2009,0
739,13,9,4645,2009,0
684,4,7,6554,2009,0
618,21,5,3333,2009,0
727,17,5,2815,2009,0
687,27,6,2053,2009,0
642,32,7,4504,2009,0
650,14,1,3641,2009,0
639,15,8,5399,2009,0
701,17,5,4072,2009,0
719,14,4,3978,2009,0
674,22,8,4392,2009,0
629,24,5,5082,2009,0
738,7,8,1444,2009,0
642,33,5,6463,2009,0
664,25,6,9248,2009,0
638,22,4,4299,2009,0
648,19,9,5640,2009,0
696,20,5,7306,2009,0
681,18,3,3630,2009,0
617,12,3,5960,2009,0
634,19,5,7361,2009,0
656,27,6,9339,2009,1
711,30,5,4068,2009,0
701,15,6,5639,2009,0
670,25,4,6555,2009,0
695,14,9,3914,2009,0
693,22,4,4325,2009,0
715,20,8,7397,2009,0
654,24,8,2670,2009,0
