"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
674,4,6,2856,2001,0
759,19,6,7570,2001,0
791,20,7,4822,2001,0
756,22,6,4816,2001,0
666,22,5,5396,2001,0
778,19,6,3415,2001,0
650,36,9,7845,2001,0
763,20,6,2902,2001,0
684,15,2,3240,2001,0
722,25,3,3341,2001,0
703,13,4,5536,2001,0
671,6,5,6257,2001,0
678,30,6,8070,2001,0
663,28,8,5795,2001,0
721,16,4,7648,2001,0
664,21,5,4960,2001,0
721,29,8,4884,2001,0
675,16,4,3680,2001,0
756,12,4,1201,2001,0
702,21,4,1014,2001,0
647,11,5,5119,2001,0
689,2,4,6221,2001,0
713,25,3,4915,2001,0
731,24,6,4129,2001,0
818,38,8,6008,2001,0
738,18,4,5669,2001,0
650,30,5,6599,2001,0
692,14,6,2743,2001,0
600,25,10,7977,2001,0
615,5,3,4771,2001,0
651,17,6,5229,2001,0
675,14,3,5409,2001,0
621,17,4,5580,2001,0
759,18,5,5152,2001,0
658,20,6,3466,2001,0
617,28,6,3534,2001,0
695,30,5,5136,2001,0
689,15,7,8088,2001,0
680,19,7,3983,2001,0
679,26,0,2872,2001,0
619,22,9,2764,2001,0
736,6,6,4245,2001,0
655,27,5,4024,2001,0
681,28,6,4310,2001,0
692,10,6,3776,2001,0
724,27,7,4204,2001,0
761,28,7,4867,2001,0
648,12,1,1074,2001,0
691,6,8,1346,2001,0
683,17,3,5820,2001,0
700,22,3,3968,2001,0
669,28,5,4556,2001,0
648,21,5,3787,2001,0
641,24,4,3151,2001,0
659,15,4,6127,2001,0
813,21,4,6691,2001,0
779,22,4,6577,2001,0
695,32,1,2783,2001,0
630,13,7,6503,2001,0
625,19,7,3826,2001,0
580,10,2,4812,2001,0
759,13,7,8183,2001,0
730,20,4,4011,2001,0
723,15,6,4390,2001,0
666,26,8,5219,2001,0
713,28,5,3509,2001,0
726,17,3,3885,2001,0
635,19,4,5697,2001,0
647,32,5,4824,2001,0
713,25,4,6474,2001,0
748,23,6,5914,2001,0
711,14,4,2916,2001,0
801,17,7,7450,2001,0
661,15,4,4669,2001,0
633,30,5,3442,2001,0
672,24,3,7258,2001,0
669,21,6,5411,2001,0
796,21,3,5402,2001,0
667,38,2,7275,2001,0
690,29,5,7851,2001,0
815,19,8,1393,2001,0
709,22,6,5029,2001,0
759,28,3,2321,2001,0
692,12,10,4664,2001,0
716,28,5,2653,2001,0
695,10,0,5459,2001,0
590,26,8,4375,2001,0
691,23,8,2154,2001,0
721,17,4,5408,2001,0
746,16,3,6184,2001,0
720,17,7,2767,2001,0
757,31,4,1847,2001,0
653,30,6,6864,2001,0
652,29,6,5052,2001,0
663,7,3,1445,2001,0
653,18,4,5520,2001,0
686,38,9,2091,2001,0
768,13,6,6992,2001,0
663,23,3,3958,2001,0
727,24,5,5184,2001,0
756,28,5,4028,2001,0
816,10,3,3587,2001,0
725,34,6,1824,2001,0
719,11,4,4467,2001,0
694,26,4,5836,2001,0
671,22,6,5991,2001,0
662,30,2,7304,2001,0
658,13,3,2270,2001,0
691,12,7,3247,2001,0
715,17,2,5455,2001,0
682,5,8,8287,2001,0
788,27,4,6203,2001,0
694,16,4,7494,2001,0
803,24,7,5591,2001,0
716,19,2,5752,2001,0
726,26,5,4657,2001,0
631,5,1,4930,2001,0
596,7,5,5537,2001,0
737,24,7,2911,2001,0
691,3,6,7319,2001,0
675,10,9,5386,2001,0
808,23,6,6764,2001,0
638,38,4,1998,2001,0
761,13,6,4812,2001,0
679,21,4,5187,2001,0
697,9,2,3676,2001,0
674,26,6,4194,2001,0
683,21,5,5092,2001,0
731,17,4,5025,2001,0
688,14,5,3202,2001,0
680,14,5,7235,2001,0
716,11,9,4043,2001,0
634,27,8,2828,2001,0
775,10,5,2320,2001,0
719,8,8,3731,2001,0
725,24,4,7659,2001,0
678,16,2,3085,2001,0
764,15,5,7016,2001,0
669,23,5,0,2001,0
610,16,3,7170,2001,0
666,23,3,3611,2001,0
640,30,7,5263,2001,0
723,27,6,5841,2001,0
658,17,6,4194,2001,0
650,20,6,3681,2001,0
743,28,3,6587,2001,0
654,9,8,4735,2001,0
644,20,4,4110,2001,0
658,37,4,7210,2001,0
662,28,10,1516,2001,0
806,33,5,6129,2001,0
793,21,5,2795,2001,0
729,9,4,5165,2001,0
628,39,4,7725,2001,0
728,17,5,4784,2001,0
610,28,4,5827,2001,0
676,17,8,3907,2001,0
708,20,4,6873,2001,0
722,22,4,7999,2001,0
636,24,2,7252,2001,0
764,16,6,4328,2001,0
682,23,8,6819,2001,0
633,23,5,6886,2001,0
705,29,7,9644,2001,0
652,26,3,2337,2001,0
690,25,6,2493,2001,0
738,32,5,3759,2001,0
743,31,4,7059,2001,0
725,36,5,6837,2001,0
731,12,4,3455,2001,0
678,14,4,4630,2001,0
709,18,6,4887,2001,0
668,22,3,5702,2001,0
741,25,4,3447,2001,0
742,17,2,7444,2001,0
729,16,7,2798,2001,0
601,20,4,6352,2001,0
707,5,6,6915,2001,0
672,29,7,3376,2001,0
602,12,4,5941,2001,0
721,20,6,5702,2001,0
742,28,4,4122,2001,0
703,31,5,3949,2001,0
656,21,6,3075,2001,0
660,17,9,8156,2001,0
645,25,3,5969,2001,0
732,4,6,7146,2001,0
595,22,6,2923,2001,0
706,11,6,3876,2001,0
704,18,4,6249,2001,0
809,17,8,5640,2001,0
659,28,6,7086,2001,0
690,18,4,4196,2001,0
712,15,8,4376,2001,0
723,9,9,3227,2001,0
675,11,3,10440,2001,0
744,16,6,7173,2001,0
745,21,3,4299,2001,0
711,24,4,3631,2001,0
734,15,4,5994,2001,0
795,19,3,5090,2001,0
751,34,3,6550,2001,0
703,32,6,4334,2001,0
636,11,8,6375,2001,0
720,17,6,9104,2001,0
691,38,9,5281,2001,0
739,29,3,4991,2001,0
689,17,4,7428,2001,0
705,19,3,7745,2001,0
757,28,6,9662,2001,0
732,27,5,0,2001,0
677,31,8,4737,2001,0
730,24,5,4632,2001,0
692,22,3,7706,2001,0
693,16,5,3367,2001,0
776,14,5,4406,2001,0
663,30,8,5772,2001,0
721,25,4,5338,2001,0
711,21,6,6602,2001,0
745,17,4,3826,2001,0
732,32,8,4058,2001,0
720,4,5,8326,2001,0
753,12,1,4998,2001,0
695,23,5,3103,2001,0
592,22,4,9319,2001,0
692,21,2,1163,2001,0
714,28,6,1659,2001,0
709,9,5,3272,2001,0
784,11,7,3200,2001,0
749,22,8,3526,2001,0
766,19,7,3406,2001,0
682,21,8,3066,2001,0
763,19,7,5105,2001,0
668,18,5,6980,2001,0
727,23,4,1728,2001,0
705,10,4,3048,2001,0
705,31,6,5509,2001,0
675,23,3,8335,2001,0
661,31,4,6193,2001,0
655,29,2,6560,2001,0
764,9,3,5058,2001,0
798,21,7,5233,2001,0
762,13,5,889,2001,0
780,14,4,6656,2001,0
657,26,5,5813,2001,0
677,25,4,6969,2001,0
720,17,7,7497,2001,0
668,16,5,3752,2001,0
676,29,4,6473,2001,0
705,22,4,8050,2001,0
643,24,8,3799,2001,0
710,16,5,6415,2001,0
759,25,5,0,2001,0
704,19,7,5818,2001,0
787,15,6,5241,2001,0
664,29,7,8053,2001,0
708,12,4,6434,2001,0
594,18,7,4941,2001,0
664,27,2,4972,2001,0
667,27,4,5139,2001,0
675,19,2,2377,2001,0
696,17,6,9651,2001,0
704,13,5,6378,2001,0
700,14,6,4145,2001,0
715,20,3,5788,2001,0
699,22,2,4945,2001,0
703,19,3,7951,2001,0
734,21,4,9400,2001,1
724,20,5,6190,2001,0
571,11,3,2795,2001,0
710,17,4,1975,2001,0
739,20,3,8602,2001,0
708,22,4,4601,2001,0
712,31,6,6332,2001,0
645,11,5,4358,2001,0
724,12,5,6404,2001,0
746,29,4,1912,2001,0
736,33,4,4020,2001,0
672,22,5,2979,2001,0
645,26,4,3167,2001,0
613,40,2,4516,2001,0
688,34,6,4822,2001,0
668,13,4,5863,2001,0
590,25,7,6657,2001,0
730,18,7,5649,2001,0
666,28,7,4145,2001,0
713,20,2,8064,2001,0
782,16,7,5153,2001,0
695,26,3,1265,2001,0
758,18,6,4668,2001,0
702,29,4,4644,2001,0
756,7,4,2654,2001,0
706,23,2,3092,2001,0
681,16,5,1490,2001,0
630,21,3,6399,2001,0
685,27,7,1448,2001,0
690,19,0,5905,2001,0
723,7,4,1145,2001,0
676,19,5,1849,2001,0
732,19,2,4383,2001,0
699,15,5,6689,2001,0
706,23,1,4439,2001,0
625,17,7,570,2001,0
634,15,6,4602,2001,0
765,23,3,5208,2001,0
694,28,3,4486,2001,0
725,8,6,5174,2001,0
671,21,6,3044,2001,0
777,12,5,1611,2001,0
714,17,4,7746,2001,0
704,16,6,5016,2001,0
697,28,1,6593,2001,0
686,19,6,6901,2001,0
762,12,2,4998,2001,0
723,23,7,3442,2001,0
623,17,7,6681,2001,0
687,17,2,6057,2001,0
794,14,4,6203,2001,0
694,11,3,5848,2001,0
737,30,9,9838,2001,0
697,21,8,5002,2001,0
663,20,4,5754,2001,0
713,16,9,7570,2001,0
641,9,7,3209,2001,0
799,30,3,3726,2001,0
592,11,4,4372,2001,0
667,23,6,7500,2001,0
790,19,3,4192,2001,0
693,21,6,7899,2001,0
647,24,2,8571,2001,0
720,23,6,2469,2001,0
745,19,4,4405,2001,0
710,19,4,4804,2001,0
708,23,4,3001,2001,0
761,28,6,2862,2001,0
715,24,5,7684,2001,0
796,26,3,8074,2001,0
740,31,8,7107,2001,0
652,22,4,3126,2001,0
677,13,6,2959,2001,0
675,16,6,4203,2001,0
740,26,7,7113,2001,0
709,22,6,6988,2001,0
684,28,4,7109,2001,0
791,28,8,2549,2001,0
637,26,7,5862,2001,0
668,27,5,2906,2001,0
686,23,2,7580,2001,0
740,15,5,6074,2001,0
767,32,2,3300,2001,0
703,15,0,5888,2001,0
724,9,1,6332,2001,0
723,25,6,5135,2001,0
673,17,6,7448,2001,0
684,11,8,3808,2001,0
677,8,3,4814,2001,0
746,33,7,7237,2001,0
642,12,4,4253,2001,0
688,12,4,4602,2001,0
852,14,6,8276,2001,0
688,18,7,3724,2001,0
696,22,7,4542,2001,0
708,20,3,5706,2001,0
707,18,5,3698,2001,0
705,12,2,5153,2001,0
693,35,6,9427,2001,0
661,28,5,2828,2001,0
661,20,1,4055,2001,0
708,16,6,3302,2001,0
684,29,6,2261,2001,0
738,26,8,7679,2001,0
741,25,5,7842,2001,0
735,5,5,3323,2001,0
606,27,1,5682,2001,0
748,20,4,7228,2001,0
711,15,3,5178,2001,0
759,21,5,5564,2001,0
734,28,5,7117,2001,0
758,19,5,6628,2001,0
703,27,8,3210,2001,0
738,25,4,4765,2001,0
638,20,5,6139,2001,0
658,30,6,2195,2001,0
742,31,7,6329,2001,0
719,28,6,5616,2001,0
753,27,10,3826,2001,0
636,37,6,7856,2001,0
641,28,5,7277,2001,0
645,23,5,4985,2001,0
737,23,7,1564,2001,0
693,34,4,2368,2001,0
839,23,8,6113,2001,0
620,18,4,6686,2001,0
705,7,6,7736,2001,0
673,25,4,3364,2001,0
695,17,6,4377,2001,0
748,20,4,6859,2001,0
772,26,1,3734,2001,0
647,27,4,8088,2001,0
656,22,2,4327,2001,0
687,27,3,7392,2001,0
715,22,10,3408,2001,0
649,26,5,7444,2001,0
669,17,3,5392,2001,0
731,15,5,4805,2001,0
770,26,3,1677,2001,0
696,18,5,6403,2001,0
583,21,4,4293,2001,0
721,15,5,3173,2001,0
643,24,9,5254,2001,0
747,16,2,5754,2001,0
690,6,2,6228,2001,0
643,9,3,5530,2001,0
735,23,5,8591,2001,0
719,11,6,1418,2001,0
701,27,5,1343,2001,0
645,16,4,4236,2001,0
755,23,5,4774,2001,0
683,11,5,4102,2001,0
744,14,2,4162,2001,0
766,27,7,3490,2001,0
731,31,3,5380,2001,0
707,9,6,3165,2001,0
641,15,7,5234,2001,0
716,19,4,3908,2001,0
666,10,2,6318,2001,0
675,19,3,2969,2001,0
740,22,8,4585,2001,0
688,24,3,7188,2001,0
799,22,4,7916,2001,0
774,22,9,7034,2001,0
643,33,6,6186,2001,0
712,13,6,4393,2001,0
707,4,3,3384,2001,0
673,29,5,5955,2001,0
663,5,7,7877,2001,0
731,22,4,4723,2001,0
701,16,8,8231,2001,0
653,4,7,5785,2001,0
803,20,5,9217,2001,0
706,10,9,3546,2001,0
680,12,6,3892,2001,0
705,25,5,0,2001,0
666,15,3,4345,2001,0
650,22,8,6065,2001,0
697,16,8,7477,2001,0
758,22,3,2680,2001,0
690,19,5,5224,2001,0
671,33,7,4399,2001,0
774,36,6,2212,2001,0
748,19,3,4921,2001,0
650,8,4,6948,2001,0
556,17,6,2860,2001,0
683,25,4,6394,2001,0
790,20,5,4020,2001,0
647,33,7,6918,2001,0
724,24,6,3231,2001,0
714,20,7,1654,2001,0
634,17,3,5092,2001,0
730,30,7,4035,2001,0
623,17,3,4589,2001,0
752,7,5,6573,2001,0
796,5,5,3463,2001,0
751,23,6,7707,2001,0
671,38,7,6514,2001,0
699,20,6,5625,2001,0
684,15,9,6441,2001,0
662,23,5,4757,2001,0
706,28,6,6026,2001,0
737,20,7,8418,2001,0
711,16,4,3224,2001,0
761,13,7,4929,2001,0
651,9,8,5588,2001,0
680,14,6,6964,2001,0
764,9,1,5748,2001,0
735,9,6,657,2001,0
662,27,5,5364,2001,0
714,5,5,10574,2001,0
703,28,3,6497,2001,0
642,37,6,7107,2001,0
679,14,5,5215,2001,0
631,15,1,3560,2001,0
710,18,2,5406,2001,0
709,18,6,8083,2001,0
633,20,5,6028,2001,0
717,24,4,9578,2001,0
698,36,5,2184,2001,0
635,28,6,3164,2001,0
725,31,6,6383,2001,0
705,16,6,1237,2001,0
678,19,6,3341,2001,0
656,11,1,3200,2001,0
775,16,5,5124,2001,0
695,33,8,6515,2001,0
664,9,3,4355,2001,0
714,31,10,7675,2001,0
684,25,6,6464,2001,0
815,14,4,4000,2001,0
711,17,2,6307,2001,0
696,27,7,7350,2001,0
663,22,8,8751,2001,0
723,9,2,3519,2001,0
692,26,4,1028,2001,0
708,3,6,2325,2001,0
722,17,10,4887,2001,0
593,9,2,2617,2001,0
679,10,4,6066,2001,0
737,24,3,2532,2001,0
712,20,4,7132,2001,0
785,29,3,6810,2001,0
657,21,7,3813,2001,0
683,25,3,3571,2001,0
684,9,7,5007,2001,0
681,27,3,3819,2001,0
724,9,8,3477,2001,0
694,27,4,1402,2001,0
706,10,3,5529,2001,0
644,26,7,5161,2001,0
796,19,3,2762,2001,0
673,20,4,1923,2001,0
791,19,6,4533,2001,0
709,5,5,1648,2001,0
667,25,4,7884,2001,0
709,20,5,7087,2001,0
770,17,5,2853,2001,0
711,34,4,3714,2001,0
673,20,5,5458,2001,0
705,27,5,5493,2001,0
630,31,2,0,2001,0
672,24,6,7153,2001,0
662,20,6,4538,2001,0
745,15,11,7664,2001,0
723,10,4,7606,2001,0
742,17,9,5290,2001,0
719,17,2,7396,2001,0
695,19,5,2840,2001,0
580,26,2,6278,2001,0
766,36,6,3174,2001,0
687,26,4,7416,2001,0
783,25,5,0,2001,0
706,22,6,5896,2001,0
641,19,6,2589,2001,0
651,11,4,5296,2001,0
665,36,5,9157,2001,0
720,24,7,3864,2001,0
728,12,10,3908,2001,0
659,26,6,7045,2001,0
606,13,4,2597,2001,0
661,16,5,8056,2001,0
623,10,5,6670,2001,0
705,21,7,4934,2001,0
669,9,8,6764,2001,0
642,23,5,4352,2001,0
739,15,4,3967,2001,0
733,25,10,2561,2001,0
774,7,5,7458,2001,0
687,8,5,3631,2001,0
695,28,1,5102,2001,0
678,30,8,4226,2001,0
794,16,8,5279,2001,0
668,32,5,3069,2001,0
748,22,4,6156,2001,0
655,24,3,5933,2001,0
665,10,3,4774,2001,0
645,21,7,3533,2001,0
746,17,5,3206,2001,0
669,16,4,4828,2001,0
684,28,4,1208,2001,0
626,26,2,5255,2001,0
689,20,2,2475,2001,0
697,19,7,2170,2001,0
741,18,5,4106,2001,0
634,22,2,6089,2001,0
730,28,4,4002,2001,0
618,17,7,6777,2001,0
710,16,3,5644,2001,0
706,24,3,3834,2001,0
715,13,3,3613,2001,0
746,18,3,5443,2001,0
627,16,4,4681,2001,0
705,11,2,2680,2001,0
609,34,7,10356,2001,0
664,18,6,3215,2001,0
819,12,4,7446,2001,0
715,32,3,4299,2001,0
688,20,3,258,2001,0
807,22,4,4178,2001,0
643,20,7,1550,2001,0
645,25,6,4535,2001,0
692,24,3,6484,2001,0
688,10,3,5838,2001,0
728,28,4,7363,2001,0
721,25,7,296,2001,0
697,22,5,4719,2001,0
585,18,1,3786,2001,0
702,33,6,3719,2001,0
722,26,2,6346,2001,0
715,11,6,4830,2001,0
674,29,7,8782,2001,0
705,12,7,8874,2001,0
764,22,3,9579,2001,0
754,20,4,7006,2001,0
777,17,4,4226,2001,0
647,21,6,7680,2001,0
765,33,7,5693,2001,0
701,31,6,6754,2001,0
637,13,1,7038,2001,0
695,17,2,3964,2001,0
659,22,7,2168,2001,0
677,27,8,5677,2001,0
749,11,8,5722,2001,0
690,13,7,4599,2001,0
739,24,5,3764,2001,0
764,28,6,5913,2001,0
801,18,1,5850,2001,0
743,25,5,5005,2001,0
733,27,6,2539,2001,0
703,15,3,6161,2001,0
703,6,6,2007,2001,0
718,20,0,3903,2001,0
736,21,0,6770,2001,0
800,24,2,3361,2001,0
787,28,3,4394,2001,0
687,18,6,2594,2001,0
703,36,2,6942,2001,0
713,17,6,6058,2001,0
655,22,3,1081,2001,0
678,20,8,6502,2001,0
750,32,5,5070,2001,0
684,19,5,7623,2001,0
682,15,6,7656,2001,0
691,27,6,1292,2001,0
654,27,5,6621,2001,0
775,20,4,5357,2001,0
727,22,5,5638,2001,0
671,17,7,5253,2001,0
746,7,5,4760,2001,0
632,32,7,4045,2001,0
697,21,5,8829,2001,0
652,10,6,4181,2001,0
626,8,7,6077,2001,0
678,12,5,2937,2001,0
734,20,7,4088,2001,0
688,8,7,9390,2001,0
657,27,8,6962,2001,0
